OBJECTID,crossing,Outlet_Water_Depth,Culvert_Shape,Circular?,bankfull_width,county,crossing_type,culvert_count,culvert_material,DRNAREA_SQ_Miles,headwater,Height_rise_P1,Pipe_length_P1,road_path_,scour_pool,scour_pool_depth,scour_pool_length,scour_pool_width,total_span,Width_Span_P1,Constriction_Ratio,x,y,Corrugated Metal?,Culvert_material_Thalweg,Concrete?,Pipe_length_Thalweg,Width_Span_Thalweg,Height_rise_Thalweg,Culvert_Slope,inlet_invert_Thalweg,outlet_invert_Thalweg
361,1212200CU012,2.4,Circular,Y,2.5,Cass,Culvert,1,Corrugated Metal Pipe,0.07,13.51,2.5,100,Cass County CSAH28,Yes,2,7,7,2.5,2.5,1,-94.45339509,46.63137112,Y,Corrugated Metal,N,100,2.5,2.5,1.7,14.25,15.95
493,1211400CU002,2.7,Circular,Y,17.3,Cass,Culvert,2,Corrugated Metal Pipe,19.85,9.53,5.1,52,Cass County NFR19,Yes,5,70,50,10.2,5.1,0.294797688,-94.73689922,46.49907923,Y,Corrugated Metal,N,52,5.1,5.1,-0.0962,12.23,12.18
462,1211100CU007,2.8,Circular,Y,12.1,Cass,Culvert,1,Corrugated Metal Pipe,16,10.71,6,50,Cass County T60,Yes,4,40,25,6,6,0.495867769,-94.61386507,46.50008159,Y,Corrugated Metal,N,50,6,6,N/A,N/A,13.49
465,1211600CU010,2.8,Circular,Y,11.2,Cass,Culvert,1,Corrugated Metal Pipe,6.12,11.21,7,29,Cass County T58,Yes,4,40,20,7,7,0.625,-94.732096,46.543007,Y,Corrugated Metal,N,29,7,7,0.5862,11.68,11.85
413,1211300CU002,3.02,Circular,Y,13.9,Cass,Culvert,2,Corrugated Metal Pipe,7.83,N/A,4,40,Cass County T45,Yes,4,20,30,8,4,0.287769784,-94.69610863,46.46031198,Y,Corrugated Metal,N,40,4,4,0.2,8.81,8.89
28,1209900CU005,3.1,Circular,Y,12.8,Cass,Culvert,1,Corrugated Metal Pipe,2.86,5.08,3,40,Cass County T25,No,0,0,0,3,3,0.234375,-94.73784363,46.43205884,Y,Corrugated Metal,N,40,3,3,-0.2,8.24,8.16
212,1211300CU003,3.2,Circular,Y,8.5,Cass,Culvert,1,Corrugated Metal Pipe,5.14,8.13,8,32,Cass County T136,Yes,0,0,0,8,8,0.941176471,-94.67653618,46.47052363,Y,Corrugated Metal,N,32,8,8,0.84375,11.43,11.7
22,1211100CU009,3.36,Circular,Y,21,Cass,Culvert,2,Corrugated Metal Pipe,18.01,10.01,6,30,Cass County CSAH35,No,0,0,0,12,6,0.285714286,-94.62373864,46.47085417,Y,Corrugated Metal,N,30,6,6,2.7,12.54,13.35
460,1212300CU001,3.5,Circular,Y,20,Cass,Culvert,4,Corrugated Metal Pipe,36.39,6.75,6,40,Cass County T184,Yes,0,35,60,24,6,0.3,-94.39335251,46.60055148,Y,Corrugated Metal,N,40,6,6,0.775,10.17,10.48
47,1211800CU001,3.52,Circular,Y,14.9,Cass,Culvert,1,Corrugated Metal Pipe,19.24,7.82,6,50,Cass County T129,No,0,0,0,,6,0.402684564,-94.72158007,46.60109501,Y,Corrugated Metal,N,50,6,6,N/A,N/A,N/A
26,1210000CU001,3.6,Circular,Y,9,Cass,Culvert,1,Corrugated Metal Pipe,3.89,6.4,5,40,Cass County T30,No,0,0,0,5,5,0.555555556,-94.67498117,46.44201517,Y,Corrugated Metal,N,40,5,5,-1.375,10.55,10
478,1209900CU002,3.8,Circular,Y,23.1,Cass,Culvert,1,Corrugated Metal Pipe,41.97,8.54,8,41,Cass County T30,Yes,3,50,60,8,8,0.346320346,-94.75077728,46.43666,Y,Corrugated Metal,N,41,8,8,1.0732,11.48,11.92
497,1212100CU003,3.88,Circular,Y,13,Cass,Culvert,2,Corrugated Metal Pipe,9.39,11.77,6,74,Cass County CSAH24,Yes,3,100,40,12,6,0.461538462,-94.52350001,46.57247916,Y,Corrugated Metal,N,74,6,6,0.243243243,15.54,15.72
450,1210000CU002,4.7,Circular,Y,13.4,Cass,Culvert,1,Corrugated Metal Pipe,8.12,5.96,5,55,Cass County T214,Yes,5,30,40,5,5,0.373134328,-94.69568615,46.41282427,Y,Corrugated Metal,N,55,5,5,0.4182,10.66,10.89
84,1212400CU003,5,Circular,Y,18,Cass,Culvert,2,Corrugated Metal Pipe,23.75,7.28,8,42,Cass County T4135,No,0,0,0,16,8,0.444444444,-94.434862,46.570374,Y,Corrugated Metal,N,42,8,8,-0.547619048,12.47,12.24
247,1200200CU001,N/A,Circular,Y,10,Hubbard,Culvert,1,Corrugated Metal Pipe,7.63,N/A,3,40,Hubbard County T179,Yes,0,0,0,3,3,0.3,-94.76685294,46.84437448,Y,Corrugated Metal,N,40,3,3,N/A,N/A,N/A
246,1200200CU002,N/A,Circular,Y,15,Hubbard,Culvert,1,Corrugated Metal Pipe,26.65,N/A,4,30,Hubbard County NFR420,Yes,0,0,0,4,4,0.266666667,-94.80339587,46.83227453,Y,Corrugated Metal,N,30,4,4,N/A,N/A,N/A
245,1200200CU003,N/A,Circular,Y,24,Hubbard,Culvert,2,Corrugated Metal Pipe,28.52,N/A,2.5,35,Hubbard County T350,Yes,0,0,0,4,2.5,0.104166667,-94.83824447,46.8298137,Y,Corrugated Metal,N,35,2.5,2.5,N/A,N/A,N/A
249,1200202CU001,N/A,Circular,Y,15,Hubbard,Culvert,1,Corrugated Metal Pipe,6.14,N/A,2,40,Hubbard County CR110,Yes,0,0,0,2,2,0.133333333,-94.75993405,46.85635624,Y,Corrugated Metal,N,40,2,2,N/A,N/A,N/A
124,1200202CU002,N/A,Circular,Y,4,Hubbard,Culvert,1,Corrugated Metal Pipe,5.38,N/A,2,50,MN87,No,0,0,0,2,2,0.5,-94.7484535,46.86295609,Y,Corrugated Metal,N,50,2,2,N/A,N/A,N/A
244,1200400CU001,N/A,Circular,Y,6,Hubbard,Culvert,2,Corrugated Metal Pipe,14.06,N/A,4,25,Hubbard County NFR390,Yes,0,0,0,6,4,0.666666667,-94.79688205,46.89702147,Y,Corrugated Metal,N,25,4,4,N/A,N/A,N/A
117,1200600CU001,N/A,Circular,Y,14,Hubbard,Culvert,1,Corrugated Metal Pipe,25.55,N/A,8,130,Akeley M4,No,0,0,0,8,8,0.571428571,-94.74182287,47.00097742,Y,Corrugated Metal,N,130,8,8,N/A,N/A,N/A
239,1200902CU002,N/A,Circular,Y,18,Hubbard,Culvert,2,Corrugated Metal Pipe,31.13,N/A,1.33,40,Hubbard County T405,Yes,0,0,0,6.3,1.33,0.073888889,-94.90813649,47.05056979,Y,Corrugated Metal,N,40,1.33,1.33,N/A,N/A,N/A
237,1201301CU002,N/A,Circular,Y,2,Hubbard,Culvert,1,Corrugated Metal Pipe,0.07,N/A,1.5,70,Hubbard County T540,Yes,0,0,0,1.5,1.5,0.75,-95.14170367,47.05058906,Y,Corrugated Metal,N,70,1.5,1.5,N/A,N/A,N/A
240,1201700CU003,N/A,Circular,Y,2.5,Hubbard,Culvert,1,Corrugated Metal Pipe,0.42,N/A,1.5,35,Hubbard County T379,Yes,0,0,0,3,1.5,0.6,-94.93221874,46.92593758,Y,Corrugated Metal,N,35,1.5,1.5,N/A,N/A,N/A
137,1202700CU001,N/A,Circular,Y,8.8,Becker,Culvert,1,Corrugated Metal Pipe,9.92,N/A,4,45,Becker County T722,No,0,0,0,4,4,0.454545455,-95.19659613,47.01607752,Y,Corrugated Metal,N,35,2,2,N/A,N/A,N/A
277,1202700CU002,N/A,Circular,Y,3,Becker,Culvert,1,Corrugated Metal Pipe,2.79,N/A,3,45,Becker County T22,Yes,0,0,0,3,3,1,-95.20928226,47.03654579,Y,Corrugated Metal,N,38,2,2,N/A,N/A,N/A
229,1203200CU002,N/A,Circular,Y,14,Hubbard,Culvert,2,Corrugated Metal Pipe,9.95,N/A,5,55,Hubbard County NFR530,Yes,0,0,0,9,5,0.357142857,-95.05944189,46.81956858,Y,Corrugated Metal,N,55,5,5,N/A,N/A,N/A
122,1203202CU001,N/A,Circular,Y,2,Hubbard,Culvert,1,Corrugated Metal Pipe,0.1,N/A,1.5,45,Hubbard County T35,No,0,0,0,1.5,1.5,0.75,-95.06591922,46.82144633,Y,Corrugated Metal,N,45,1.5,1.5,N/A,N/A,N/A
273,1203400CU002,N/A,Circular,Y,8,Becker,Culvert,2,Corrugated Metal Pipe,3.07,N/A,2,35,Becker County T9,Yes,0,0,0,4,2,0.25,-95.19261661,47.08127565,Y,Corrugated Metal,N,100,4,4,N/A,N/A,N/A
271,1203400CU004,N/A,Circular,Y,16,Becker,Culvert,1,Corrugated Metal Pipe,22.67,N/A,4,55,Becker County CSAH50,Yes,0,0,35,4,4,0.25,-95.19585136,47.04138624,Y,Corrugated Metal,N,35,8,6,N/A,N/A,N/A
326,1203700CU003,N/A,Circular,Y,6,Wadena,Culvert,2,Corrugated Metal Pipe,9.83,N/A,4,30,Wadena County T87,Yes,0,0,0,6.5,4,0.666666667,-95.12348481,46.67355388,Y,Corrugated Metal,N,65,4,4,N/A,N/A,N/A
320,1203700CU004,N/A,Circular,Y,16,Wadena,Culvert,1,Corrugated Metal Pipe,22.1,N/A,4,25,Wadena County T84,Yes,0,0,0,4,4,0.25,-95.03851645,46.674711,Y,Corrugated Metal,N,45,4,2.5,N/A,N/A,N/A
327,1203700CU005,N/A,Circular,Y,6,Wadena,Culvert,2,Corrugated Metal Pipe,9.61,N/A,3,30,Wadena County T87,Yes,0,0,0,6,3,0.5,-95.13503903,46.67410093,Y,Corrugated Metal,N,35,6,4,N/A,N/A,N/A
325,1203700CU006,N/A,Circular,Y,7,Wadena,Culvert,2,Corrugated Metal Pipe,0.86,N/A,4,30,Wadena County T234,Yes,0,0,0,8,4,0.571428571,-95.11126929,46.67409909,Y,Corrugated Metal,N,40,4,3,N/A,N/A,N/A
266,1205400CU002,N/A,Circular,Y,15,Becker,Culvert,1,Corrugated Metal Pipe,30.57,N/A,6,60,Becker County CR127,Yes,0,0,0,6,6,0.4,-95.23326942,47.06206816,Y,Corrugated Metal,N,30,15,9,N/A,N/A,N/A
136,1205400CU003,N/A,Circular,Y,6,Becker,Culvert,1,Corrugated Metal Pipe,17.63,N/A,3,30,Becker County T1135,No,0,0,0,3,3,0.5,-95.27600582,47.10945618,Y,Corrugated Metal,N,22,5,3.3,N/A,9.12,9.42
267,1205400CU004,N/A,Circular,Y,12,Becker,Culvert,1,Concrete,23.56,N/A,4,85,Becker County CSAH46,Yes,0,0,0,4,4,0.333333333,-95.24978857,47.09410892,Y,Corrugated Metal,N,60,6,6,N/A,N/A,N/A
263,1205900CU001,N/A,Circular,Y,9,Becker,Culvert,1,Corrugated Metal Pipe,19.66,N/A,4,35,Becker County T16,Yes,0,0,0,4,4,0.444444444,-95.29042332,46.98335578,Y,Corrugated Metal,N,35,4,4,N/A,N/A,N/A
280,1206600CU003,N/A,Circular,Y,4,Becker,Culvert,2,Corrugated Metal Pipe,2.68,N/A,4,40,Becker County T93,Yes,0,0,0,8,4,1,-95.2471817,46.80981974,Y,Corrugated Metal,N,70,4,4,N/A,N/A,N/A
279,1206600CU005,N/A,Circular,Y,6,Becker,Culvert,2,Corrugated Metal Pipe,5.72,N/A,4,70,Becker County CSAH47,Yes,0,0,0,8,4,0.666666667,-95.25780593,46.79726532,Y,Corrugated Metal,N,30,4,4,N/A,N/A,N/A
256,1206700CU001,N/A,Circular,Y,17,Becker,Culvert,2,Corrugated Metal Pipe,18.9,N/A,4,40,Becker County CR136,Yes,0,0,0,8,4,0.235294118,-95.18446832,46.80830409,Y,Corrugated Metal,N,40,4,4,N/A,N/A,N/A
255,1206700CU002,N/A,Circular,Y,18,Becker,Culvert,3,Corrugated Metal Pipe,15.13,N/A,4,40,Becker County T89,Yes,0,0,0,12,4,0.222222222,-95.16518366,46.83362414,Y,Corrugated Metal,N,40,4,4,N/A,N/A,N/A
254,1206701CU001,N/A,Circular,Y,5,Becker,Culvert,1,Corrugated Metal Pipe,4.83,N/A,3,55,Becker County CR125,Yes,0,0,0,3,3,0.6,-95.20548922,46.83603661,Y,Corrugated Metal,N,55,3,3,N/A,N/A,N/A
141,1206701CU002,N/A,Circular,Y,5,Becker,Culvert,3,,2.41,N/A,3,30,Becker County T93,No,0,0,0,11,3,0.6,-95.24733076,46.84340417,Y,Corrugated Metal,N,45,4,4,N/A,N/A,N/A
189,1207100BR001,N/A,Circular,Y,6,Wadena,Culvert,1,Corrugated Metal Pipe,3.59,N/A,4,120,Wadena County CSAH15,No,0,0,0,4,4,0.666666667,-94.89866721,46.74664904,Y,Corrugated Metal,N,40,4,4,N/A,N/A,N/A
188,1207100CU001,N/A,Circular,Y,5,Wadena,Culvert,1,Corrugated Metal Pipe,5.76,N/A,4,40,Wadena County CSAH15,No,0,0,0,4,4,0.8,-94.91185974,46.73310625,Y,Corrugated Metal,N,40,6,4,N/A,N/A,N/A
106,1207200CU001,N/A,Circular,Y,4,Wadena,Culvert,1,Corrugated Metal Pipe,1.49,N/A,2.5,35,Wadena County CR153,No,0,0,0,2.5,2.5,0.625,-94.80757411,46.80402195,Y,Corrugated Metal,N,35,2.5,2.5,N/A,N/A,N/A
309,1207300CU001,N/A,Circular,Y,6.8,Wadena,Culvert,1,Corrugated Metal Pipe,9.82,N/A,4,65,Wadena County CSAH18,Yes,0,0,0,4,4,0.588235294,-94.84946112,46.70928271,Y,Corrugated Metal,N,30,4.9,4.9,3.5,10.43,11.48
69,1207300CU005,N/A,Circular,Y,4,Wadena,Culvert,1,Corrugated Metal Pipe,0.82,N/A,2.5,35,Cass County T851,No,0,0,0,2.5,2.5,0.625,-94.78696255,46.77715269,Y,Corrugated Metal,N,35,2.5,2.5,N/A,N/A,N/A
437,1207800CU008,N/A,Circular,Y,8,Cass,Culvert,1,Corrugated Metal Pipe,4.94,9.93,8.5,64,Cass County T122,No,0,25,15,8.5,8.5,1.0625,-94.76530326,46.65851492,Y,Corrugated Metal,N,64,8.5,8.5,1.46875,13.42,14.36
290,1208100CU001,N/A,Circular,Y,10,Wadena,Culvert,1,Corrugated Metal Pipe,18.91,N/A,5,80,Wadena County CSAH7,Yes,0,0,0,5,5,0.5,-94.78188751,46.58651095,Y,Corrugated Metal,N,35,0,0,N/A,N/A,N/A
291,1208100CU002,N/A,Circular,Y,10,Wadena,Culvert,1,Corrugated Metal Pipe,21.11,N/A,6,115,Wadena County CSAH7,Yes,0,0,0,6,6,0.6,-94.80099261,46.57831146,Y,Corrugated Metal,N,25,3.85,3.85,1,8.43,8.68
330,1208201CU001,N/A,Circular,Y,4,Wadena,Culvert,1,Corrugated Metal Pipe,0.57,N/A,2,50,Wadena County T51,Yes,0,0,0,2,2,0.5,-94.79391109,46.55746487,Y,Corrugated Metal,N,20,3,3,0.75,7.37,7.52
321,1208800CU003,N/A,Circular,Y,6,Wadena,Culvert,1,Corrugated Metal Pipe,1.19,N/A,3,40,Wadena County CR143,Yes,0,0,0,3,3,0.5,-95.0382005,46.65514403,Y,Corrugated Metal,N,25,4,4,N/A,N/A,N/A
317,1208800CU008,N/A,Circular,Y,6,Wadena,Culvert,1,Corrugated Metal Pipe,0.87,N/A,3,25,Wadena County CSAH13,Yes,0,0,0,3,3,0.5,-95.03841575,46.69907549,Y,Corrugated Metal,N,70,12,8,N/A,N/A,N/A
318,1208900CU001,N/A,Circular,Y,18,Wadena,Culvert,2,Corrugated Metal Pipe,7.21,N/A,3,30,Wadena County T89,Yes,0,0,0,12,4,0.222222222,-95.03939039,46.68470444,Y,Corrugated Metal,N,40,8,8,N/A,N/A,N/A
311,1209100CU003,N/A,Circular,Y,8,Wadena,Culvert,1,Concrete,33.47,N/A,6,105,Wadena County CSAH15,Yes,0,0,0,6,6,0.75,-94.93280244,46.71408856,Y,Corrugated Metal,N,50,6,6,N/A,N/A,N/A
313,1209101CU002,N/A,Circular,Y,3,Wadena,Culvert,1,Corrugated Metal Pipe,9.44,N/A,2.5,30,Wadena County T101,Yes,0,0,0,2.5,2.5,0.833333333,-94.98826856,46.70854394,Y,Corrugated Metal,N,50,5,3.5,N/A,N/A,N/A
195,1209101CU003,N/A,Circular,Y,4,Wadena,Culvert,1,Corrugated Metal Pipe,0.13,N/A,2.5,50,Wadena County CR147,No,0,0,0,2.5,2.5,0.625,-95.0804732,46.73021245,Y,Corrugated Metal,N,45,4,4,N/A,N/A,N/A
336,1209600CU002,N/A,Circular,Y,4,Wadena,Culvert,1,Corrugated Metal Pipe,4.9,N/A,3,60,Wadena County CSAH15,Yes,0,0,0,3,3,0.75,-94.9538913,46.71602046,Y,Corrugated Metal,N,40,4,4,N/A,N/A,N/A
32,1211300CU005,N/A,Circular,Y,3,Cass,Culvert,1,Corrugated Metal Pipe,0.33,N/A,2,30,Cass County T136,No,0,0,0,2,2,0.666666667,-94.67054377,46.48508273,Y,Corrugated Metal,N,30,2,2,N/A,N/A,N/A
83,1212000CU014,N/A,Circular,Y,6,Cass,Culvert,2,Corrugated Metal Pipe,6.66,N/A,2,20,Cass County T151,No,0,0,0,4,2,0.333333333,-94.55640871,46.60917927,Y,Corrugated Metal,N,20,2,2,N/A,N/A,N/A
222,1212300CU007,0.5,Circular,Y,5,Cass,Culvert,2,Corrugated Plastic Pipe,0.87,4.31,1.5,20,Cass County T187,Yes,2,0,8,2,1.5,0.3,-94.35529141,46.61769205,N,Corrugated Plastic,N,20,1.5,1.5,N/A,N/A,6.45
424,1212500CU001,0.7,Circular,Y,6.5,Cass,Culvert,1,Corrugated Plastic Pipe,1.24,8.57,3,40,Cass County T167,Yes,2,20,7,3,3,0.461538462,-94.47653607,46.54878721,N,Corrugated Plastic,N,40,3,3,0.5,9.06,9.26
119,1201800BR001,N/A,Circular,Y,5,Hubbard,Culvert,1,Corrugated Plastic Pipe,12.52,N/A,3,50,Hubbard County T123,No,0,0,0,3,3,0.6,-94.89154574,46.90141769,N,Corrugated Plastic,N,50,3,3,N/A,N/A,N/A
144,1204800CU004,0.3,Circular,Y,6,Todd,Culvert,1,Corrugated Metal Pipe,2.92,9.78,4,40,Todd County T210,No,0,0,0,4,4,0.666666667,-94.98934497,46.25527143,N/A,N/A,N/A,44,,,N/A,N/A,N/A
185,1209101CU004,0.4,Circular,Y,10.1,Wadena,Culvert,1,Corrugated Metal Pipe,9.45,7.1,3,20,Wadena County T101,No,0,0,0,3,3,0.297029703,-94.98561732,46.70667083,N/A,N/A,N/A,25,,,0.75,N/A,N/A
494,1204800CU003,1,Circular,Y,12.9,Todd,Culvert,1,Corrugated Metal Pipe,9.32,7.96,2.5,40,Todd County CSAH11,Yes,0,70,40,2.5,2.5,0.19379845,-94.97652347,46.2284948,N/A,N/A,N/A,27,,NA,-1.05,N/A,N/A
476,1208100CU012,1.09,Circular,Y,14.3,Wadena,Culvert,1,Corrugated Metal Pipe,21.02,10.03,4.9,30,Wadena County T417,Yes,3,40,30,4.9,4.9,0.342657343,-94.79569183,46.57772955,N/A,N/A,N/A,81,6,4.85,3.5,11.43,11.62
147,1204800CU007,1.2,Circular,Y,17.6,Todd,Culvert,2,Corrugated Metal Pipe,21.38,8,4,30,Todd County T885,No,0,0,0,9.5,4,0.227272727,-94.98268082,46.30536507,N/A,N/A,N/A,8,,,1.2333,N/A,N/A
134,1205500CU001,1.3,Circular,Y,20,Becker,Culvert,2,Corrugated Metal Pipe,50.68,7.2,3,30,Becker County T11,No,0,0,0,6,3,0.15,-95.35958239,47.08509904,N/A,N/A,N/A,30,,,1.5,N/A,N/A
387,1208000CU004,1.35,Circular,Y,7.5,Cass,Culvert,1,Corrugated Metal Pipe,1.83,9.87,6,41,Cass County T95,Yes,1,14,10,6,6,0.8,-94.76553327,46.63017161,N/A,N/A,N/A,20,,,N/A,N/A,N/A
379,1204900CU001,1.5,Circular,Y,9.5,Todd,Culvert,1,Corrugated Metal Pipe,6.73,12.33,3.7,60,Todd County CR77,Yes,3,10,20,5.5,5.5,0.578947368,-94.98844149,46.3333511,N/A,N/A,N/A,N/A,,NA,-0.3833,N/A,N/A
287,1204800CU002,6.8,Circular,Y,10,Todd,Culvert,1,Corrugated Metal Pipe,7.96,6.58,5,30,Todd County T352,Yes,0,0,0,5,5,0.5,-94.97839702,46.2160186,N/A,N/A,N/A,65,,,N/A,N/A,N/A
228,1200100CU002,N/A,Circular,Y,4,Hubbard,Culvert,1,,6.81,N/A,3.5,100,MN64,Yes,0,0,0,3.5,3.5,0.875,-94.72295444,46.807031,N/A,N/A,N/A,100,3.5,3.5,N/A,N/A,N/A
227,1200200CU004,N/A,Circular,Y,12,Hubbard,Culvert,1,,5.31,N/A,2.5,65,MN64,Yes,0,0,0,2.5,2.5,0.208333333,-94.72365932,46.83326335,N/A,N/A,N/A,65,2.5,2.5,N/A,N/A,N/A
274,1203400CU001,N/A,Circular,Y,6,Becker,Culvert,1,Concrete,0.88,N/A,4,100,Becker County CSAH46,Yes,0,0,0,4,4,0.666666667,-95.18271122,47.0945251,N/A,N/A,N/A,36,4,4,1.138888889,10.53,10.94
324,1203700CU007,N/A,Circular,Y,9,Wadena,Culvert,2,Corrugated Metal Pipe,0.09,N/A,3,30,Wadena County T87,Yes,0,0,0,7,3,0.333333333,-95.1063038,46.67408865,N/A,N/A,N/A,27.5,27.5,5.5,N/A,N/A,10.37
276,1205900CU002,N/A,Circular,Y,8,Becker,Culvert,1,Corrugated Metal Pipe,3.97,N/A,2,38,Becker County T686,Yes,0,0,0,2,2,0.25,-95.30997279,46.96528756,N/A,N/A,N/A,20,3,4,0.1,8.21,8.23
278,1206500CU001,N/A,Circular,Y,9.5,Becker,Culvert,2,Corrugated Metal Pipe,10.32,N/A,4,30,Becker County T694,Yes,0,0,0,7,4,0.421052632,-95.33114829,46.92579905,N/A,N/A,N/A,20,,,N/A,N/A,N/A
284,1206700CU003,N/A,Circular,Y,6,Becker,Culvert,1,Corrugated Metal Pipe,5.76,N/A,3,45,Becker County CR125,Yes,0,0,0,3,3,0.5,-95.20537219,46.85917823,N/A,N/A,N/A,40,8,6,N/A,N/A,N/A
126,1206800CU001,N/A,Circular,Y,17,Becker,Culvert,3,,33.02,N/A,4,35,Becker County T185,No,0,0,0,14,4,0.235294118,-95.18591161,46.77120698,N/A,N/A,N/A,35,6,6,N/A,N/A,N/A
332,1206900CU001,N/A,Circular,Y,7,Wadena,Culvert,1,Corrugated Metal Pipe,7.12,N/A,6,30,Wadena County T119,Yes,0,0,0,6,6,0.857142857,-95.14156172,46.76140235,N/A,N/A,N/A,40,2.5,2.5,N/A,N/A,N/A
331,1206900CU002,N/A,Circular,Y,4,Wadena,Culvert,1,Corrugated Metal Pipe,5.58,N/A,6,45,Wadena County T131,Yes,0,0,0,6,6,1.5,-95.14802048,46.75143805,N/A,N/A,N/A,45,,,N/A,N/A,N/A
178,1207500CU001,N/A,Circular,Y,9.65,Wadena,Culvert,1,Corrugated Metal Pipe,12.61,N/A,8,40,Wadena County T96,No,0,0,0,8,8,0.829015544,-94.79592528,46.70958824,N/A,N/A,N/A,30,,,N/A,N/A,N/A
306,1207500CU002,N/A,Circular,Y,7,Wadena,Culvert,1,Corrugated Metal Pipe,12.86,N/A,5,30,Wadena County T95,Yes,0,0,0,5,5,0.714285714,-94.80772353,46.70942783,N/A,N/A,N/A,35,,,N/A,N/A,N/A
338,1207600CU001,N/A,Circular,Y,5,Wadena,Culvert,1,Corrugated Metal Pipe,0.06,N/A,4,40,Wadena County T165,Yes,0,0,0,4,4,0.8,-94.82794806,46.64882778,N/A,N/A,N/A,35,,,N/A,N/A,N/A
339,1207600CU004,N/A,Circular,Y,8,Wadena,Culvert,1,Corrugated Metal Pipe,6.34,N/A,5,45,Wadena County T79,Yes,0,0,0,5,5,0.625,-94.80716765,46.67275773,N/A,N/A,N/A,20,,,N/A,N/A,N/A
303,1207600CU005,N/A,Circular,Y,8,Wadena,Culvert,1,Corrugated Metal Pipe,6.3,N/A,4,45,Wadena County T79,Yes,0,0,0,4,4,0.5,-94.80634421,46.67349022,N/A,N/A,N/A,20,,,N/A,N/A,N/A
295,1207700CU002,N/A,Circular,Y,4,Wadena,Culvert,1,Concrete,9.25,N/A,4,90,Wadena County T161,Yes,0,0,0,4,4,1,-94.8132227,46.644467,N/A,N/A,N/A,15,,,N/A,N/A,N/A
340,1207900CU001,N/A,Circular,Y,5,Wadena,Culvert,2,Corrugated Metal Pipe,3.89,N/A,3,30,Wadena County CR140,Yes,0,0,0,5,3,0.6,-94.80144727,46.62692381,N/A,N/A,N/A,30,,,N/A,N/A,N/A
341,1207900CU002,N/A,Circular,Y,5,Wadena,Culvert,1,Corrugated Metal Pipe,3.66,N/A,4,45,Wadena County CR140,Yes,0,0,0,4,4,0.8,-94.79654866,46.63024636,N/A,N/A,N/A,40,,,N/A,N/A,N/A
302,1208000CU001,N/A,Circular,Y,5,Cass,Culvert,1,Corrugated Metal Pipe,3.33,N/A,4,40,Cass County CR110,Yes,0,0,0,4,4,0.8,-94.78026191,46.61563486,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A
292,1208400CU001,N/A,Circular,Y,10,Wadena,Culvert,1,Corrugated Metal Pipe,7.09,N/A,4,70,Wadena County CR138,Yes,0,0,0,4,4,0.4,-94.82362106,46.58572519,N/A,N/A,N/A,25,,,N/A,N/A,N/A
299,1208400CU002,N/A,Circular,Y,5,Wadena,Culvert,1,Corrugated Metal Pipe,4.18,N/A,3,50,Wadena County CR138,Yes,0,0,0,3,3,0.6,-94.83699992,46.59007175,N/A,N/A,N/A,20,,,N/A,N/A,N/A
329,1208800CU001,N/A,Circular,Y,7,Wadena,Culvert,1,Concrete,1.77,N/A,4,80,Wadena County T100,Yes,0,0,0,4,4,0.571428571,-95.01700869,46.65773852,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A
333,1208800CU004,N/A,Circular,Y,5,Wadena,Culvert,1,Corrugated Metal Pipe,0.06,N/A,3,40,Wadena County CSAH13,Yes,0,0,0,3,3,0.6,-95.03903198,46.70207323,N/A,N/A,N/A,15,,,N/A,N/A,N/A
204,1208900CU007,N/A,Circular,Y,10,Wadena,Culvert,2,Corrugated Metal Pipe,5.69,N/A,3,30,Wadena County T318,No,0,0,0,6,3,0.3,-95.05412276,46.69742447,N/A,N/A,N/A,60,3,3,N/A,N/A,N/A
315,1209101CU001,N/A,Circular,Y,4,Wadena,Culvert,1,Concrete,5.63,N/A,2.5,80,Wadena County CSAH23,Yes,0,0,0,2.5,2.5,0.625,-95.01679654,46.71083786,N/A,N/A,N/A,36,,,N/A,N/A,N/A
186,1209700CU002,N/A,Circular,Y,5,Wadena,Culvert,1,,6.2,N/A,3,60,Wadena County CR150,No,0,0,0,3,3,0.6,-94.98765876,46.7470186,N/A,N/A,N/A,30,,,N/A,N/A,N/A
29,1211300CU011,0.05,Circular,Y,8.5,Cass,Culvert,1,Smooth_Metal_Pipe,9.17,10.3,7,32,Cass County T53,No,0,0,0,7,7,0.823529412,-94.72756303,46.46145973,N,Smooth_Metal_Pipe,N ,32,7,7,-0.8125,10.47,10.21
157,1205100CU006,0.37,Circular,Y,9.5,Todd,Culvert,2,Corrugated Metal Pipe,7.25,14.6,4,80,Todd County CR68,No,0,0,0,8,4,0.421052632,-95.05023249,46.31230425,N,Smooth_Metal_Pipe,N ,26,6.5,6.5,0.307692308,11.67,11.75
51,1211700CU002,0.5,Circular,Y,6.2,Cass,Culvert,1,Smooth_Metal_Pipe,1.77,10.02,4,60,MN64,No,0,0,0,4,4,0.64516129,-94.69692372,46.58183801,N,Smooth_Metal_Pipe,N ,60,4,4,0.633333333,10.38,10.76
